name,address,latitude,longitude,rating,reviews_count,place_id,price_level,types,borough,Code,Value,Code_earnings,Pay_2021,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Income Rank (where 1 is most deprived)
Oxfam,"432 King's Rd, London",51.48319009999999,-0.1775092,3.3,20,ChIJ4wnYSmUFdkgRNtskZ0A7ZQw,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Fara Charity Shop - Kensington,"26 Gloucester Rd, London",51.4989357,-0.1838286,4.3,36,ChIJf8PKzF4FdkgRu7WRl0HKtw4,,"store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Shelter Charity Shop (Streatham),"242 Streatham High Rd, London",51.4304876,-0.129847,4.5,10,ChIJSfcVpIIGdkgRYrswz2LnwpE,,"clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,13,ChIJRUrGNa8FdkgResk0SBVFwKA,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam,"245, 247 Upper Tooting Rd, London",51.4297706,-0.1659969,4.4,14,ChIJ13HKpgoGdkgR4QldkJKdixQ,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,33,ChIJF6g0258FdkgRg1A-UXGl3bc,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam,"4 Replingham Rd, London",51.4446786,-0.2061251,4.0,9,ChIJZVPnm0YPdkgR5o2I3lWSQ58,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam Boutique,"123A King's Rd, London",51.48828,-0.1660417,4.0,11,ChIJwciwnmwFdkgRwRX5Wscl6Qs,1.0,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,17,ChIJO8Vu2pkFdkgRCn16C4vs94Q,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,5,ChIJK0TKhNMFdkgRWVr-gejFdAQ,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Oxfam,"5 Gloucester Rd, London",51.4990739,-0.1835605,4.1,11,ChIJF8-5yl4FdkgRV2yWMBzxQqk,1.0,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Fara Charity Shop - North End Road,"341 North End Rd, London",51.48479709999999,-0.2019024,4.9,8,ChIJuWnaXJAPdkgRO8oXlqPE8dw,,"point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Wandsworth Oasis,"61 Balham High Rd, London",51.4461518,-0.1495703,4.6,7,ChIJx7OHNX8FdkgRNWpeFyObL8s,,"point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam,"149 Putney High St, London",51.4617848,-0.2165098,3.1,14,ChIJZZaTCBIPdkgRpqxKKEatvYw,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Charity Shop - Fulham Broadway | Little Lives UK,"433 North End Rd, London",51.4819861,-0.1996177,4.8,127,ChIJk3G98HIPdkgRjKr5VpPb5hk,,"point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Cancer Research UK,"219 Kensington High St, London",51.499435,-0.1968877,3.6,17,ChIJdYckgvEPdkgRXmdGoQLtTYk,,"clothing_store, home_goods_store, point_of_interest, store, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Oxfam,"34 The Broadway, London",51.42003570000001,-0.2038734,3.4,16,ChIJzztICLoIdkgRyk06I683Krg,1.0,"point_of_interest, store, establishment",Merton,E09000024,"445,000",00BA,586.3,20967.604838709678,19170.032258064515
British Heart Foundation,"338 North End Rd, London",51.4819185,-0.2000438,3.4,10,ChIJSU_qy5oPdkgRLgiSp-ckMDw,1.0,"point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,8,ChIJg9OVYZkFdkgR3QGNG32Fzuo,,"clothing_store, point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,11,ChIJdS_ni2IPdkgRQ9FTvHIVX2I,,"point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Shelter Charity Shop (Fulham),"385 North End Rd, London",51.4835168,-0.2008725,3.8,10,ChIJxy80C5APdkgRkgAE0NIFO0Y,,"clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
British Heart Foundation,"75 Streatham High Rd, London",51.4310997,-0.1290901,3.9,11,ChIJoWZgASgEdkgRF9WZae8S2NM,1.0,"point_of_interest, store, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Oxfam Shop - Kensington High Street,"202b Kensington High St, London",51.499707,-0.197388,4.1,36,ChIJqx49nPEPdkgRDpYiOtzOUZM,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Fara Charity Shop - Earlsfield,"551 Garratt Lane, London",51.4409499,-0.1868158,4.6,16,ChIJ2ZanHPgFdkgRpOttgtnH4Pc,,"point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Fara Charity Shop - Balham,"27 Bedford Hill, London",51.444457,-0.1505599,4.3,15,ChIJUz3nDc8FdkgRg9_anU-L3I8,,"point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Fara Charity Shop - New Kings Road,"297 New Kings Rd, London",51.4721293,-0.2030166,5.0,1,ChIJ0WLMMXYPdkgRNHHFdHv-ueM,,"point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Cancer Research UK,"65 Streatham High Rd, London",51.4313799,-0.1291595,4.3,9,ChIJVT16BigEdkgRk0EjJiIMg_E,,"clothing_store, home_goods_store, point_of_interest, store, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
British Heart Foundation,"65 High Street, London",51.4639299,-0.2153382,2.7,10,ChIJEelKuQ0PdkgRBlqRpOuCggk,1.0,"point_of_interest, store, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam - Hammersmith,"87 King St, London",51.49244729999999,-0.2286153,2.7,11,ChIJCaXJDLYPdkgRTIxrDJU3EOA,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,18,ChIJKXApTVAEdkgR-RqE9zuzw_4,,"point_of_interest, store, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Cancer Research UK,"393 King's Rd, London",51.4830366,-0.1771967,2.8,13,ChIJ7-nzxXoFdkgRxwRdm-ocpJU,,"clothing_store, home_goods_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Wandsworth Oasis: Putney,"195 Upper Richmond Rd, London",51.4611964,-0.2189654,4.3,15,ChIJTRTsxhEPdkgRqF8tMX_owmM,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Cancer Research UK,"127 Putney High St, London",51.4622567,-0.2162834,2.8,10,ChIJu8Di9w0PdkgRhxIUEtAJX_8,,"clothing_store, home_goods_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
British Heart Foundation,"47 Tooting High St, London",51.4284602,-0.1673843,3.0,2,ChIJb-cyepkHdkgR4Cr_BF1ElTQ,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,15,ChIJLQGzJeAEdkgRLJ2ypqyZIew,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Mary's Living & Giving Shop for Save the Children - Wimbledon,"38 High Street Wimbledon, London",51.425421,-0.2201014,3.5,8,ChIJIQDGeM4IdkgR5VHxcSVeURE,,"store, point_of_interest, establishment",Merton,E09000024,"445,000",00BA,586.3,20967.604838709678,19170.032258064515
FARA New Kings Road,"297 New Kings Rd, London",51.4721268,-0.2030355,4.5,11,ChIJ9-4qMHYPdkgRFG3QXPC2T2Q,,"store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,14,ChIJvRCCe5cFdkgRX85xCsDhlfo,1.0,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
"British Red Cross shop, Chelsea","69-71 Old Church St, London",51.4853518,-0.1729428,2.8,32,ChIJFwfqSW4FdkgR1I_OjQGNXzI,,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
"British Red Cross shop, Wimbledon","11 High Street Wimbledon, London",51.4245205,-0.2163622,4.5,11,ChIJzzX0TMkIdkgRkGwF4bBKAok,,"clothing_store, store, point_of_interest, establishment",Merton,E09000024,"445,000",00BA,586.3,20967.604838709678,19170.032258064515
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,32,ChIJU5ZHI-AEdkgREmn06-f-22M,,"clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,17,ChIJ2Y96M60FdkgR5-chC6olR7s,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Fara London,"341 North End Rd, London",51.4847913,-0.2018974,4.9,7,ChIJF8OiXJAPdkgR726mFErMymY,,"store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Oxfam,"7, Astoria Parade, High Rd, London",51.4326827,-0.1285688,3.2,5,ChIJUaHV2ycEdkgRfnZnhuq346o,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Cancer Research UK,"350 North End Rd, London",51.4817066,-0.1996706,4.3,6,ChIJSU_qy5oPdkgRkacXLmEZueo,,"clothing_store, home_goods_store, store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,21,ChIJLQMs6FUEdkgRvvqUwNQlQf8,1.0,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Fara Charity Shop - Southfields,"261 Wimbledon Park Rd, London",51.4443141,-0.2069059,4.8,6,ChIJw3Vx80YPdkgRUfaGPDDMO0s,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
British Heart Foundation,"11 Wimbledon Bridge, London",51.4210766,-0.2064051,3.5,15,ChIJ_9VKXbcIdkgRKB0ZwDP5dQU,1.0,"store, point_of_interest, establishment",Merton,E09000024,"445,000",00BA,586.3,20967.604838709678,19170.032258064515
RSPCA Charity Shop - Wandsworth,"141, 143 Wandsworth High St, London",51.4572587,-0.1958099,4.7,18,ChIJfc3CTmoPdkgR_m22EXlX7PE,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Fara Charity Shop - Clapham,"70 Chatham Rd, London",51.45489240000001,-0.164332,4.2,33,ChIJn0AigZUFdkgROaZYODyEi-Q,,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Barnardo's,"7 George St, London",51.5178363,-0.1521546,3.9,26,ChIJmwmxZNIadkgRGT96bMNmrLs,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam,"52 Goodge St, London",51.51920610000001,-0.1363873,4.3,46,ChIJDy9v6SsbdkgRXkeepCs7WL8,1.0,"book_store, electronics_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Cancer Research UK,"24 Marylebone High St, London",51.5196759,-0.1515771,3.6,22,ChIJZbaCGdIadkgRI15k07R2iFs,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam,"240 Edgware Rd, London",51.5190524,-0.1684731,4.1,27,ChIJxzoUObQadkgRkNg4w2HD_VI,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam Covent Garden,"23 Drury Ln, London",51.515159,-0.123135,3.7,72,ChIJLzHPqzQbdkgRjkG_F2CreN4,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Cancer Research UK,"183 Portobello Rd, London",51.51530630000001,-0.2047575,4.8,6,ChIJdwj-8B0QdkgRAtK5yVNxh8k,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Fara Charity Shop - Shepherds Bush,"84 Uxbridge Rd, London",51.5046155,-0.2204375,4.5,19,ChIJI1ax1doPdkgRbpi04kI2CG0,,"store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Fara Charity Shop - Notting Hill,"10 Elgin Cres, London",51.5150959,-0.205102,4.3,21,ChIJ6493-R0QdkgRVYSRARe5FQo,,"store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Sue Ryder,"6 Barnes High St, London",51.4734619,-0.2484839,2.6,7,ChIJ5TofUFEPdkgRThxPAXKk-H8,1.0,"store, point_of_interest, establishment",Richmond upon Thames,E09000027,"610,000",00BD,699.5,25694.460869565217,24133.034782608695
Age UK Westminster,"522 Harrow Rd, London",51.52524769999999,-0.203398,4.1,18,ChIJXTisghAQdkgR67-HdjySreA,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Mary's Living & Giving Shop For Save the Children - Portobello Road,"7 Elgin Cres, London",51.5149657,-0.2048496,4.0,8,ChIJgyS49x0QdkgRD775cOifVgs,,"store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
"British Red Cross shop, Portobello Rd","164 Portobello Rd, London",51.51537159999999,-0.2044877,4.2,12,ChIJQaZc8h0QdkgRBZK2VFXLAn8,,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Traid,"154 Uxbridge Rd, London",51.5050925,-0.2236443,3.8,78,ChIJ21wzD9APdkgRB6Fu-gbKyEg,,"clothing_store, store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Boutique by Shelter,"31 Clifton Rd, London",51.5252475,-0.1797166,4.3,9,ChIJc9ayf68adkgROcAWUMJM0So,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam,"144 Notting Hill Gate, London",51.5088006,-0.1995225,3.7,21,ChIJww2ETfsPdkgR2fCtcap1uFo,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
All Aboard Shops Ltd,"12 Spring St, London",51.5147142,-0.1758501,3.9,8,ChIJta2KU00FdkgRLVCr9hQTdO0,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam Boutique - Westbourne Grove,"245 Westbourne Grove, London",51.51398340000001,-0.2011268,4.5,13,ChIJhTERruIPdkgRLq2YMjwlp-s,1.0,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Royal Trinity Hospice - Queensway Shop,"158 Queensway, London",51.5150368,-0.1878995,3.7,23,ChIJcTr6p6oadkgRlxI5Shq2-bs,,"clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Traid,"61 Westbourne Grove, London",51.5154237,-0.1910018,3.7,17,ChIJKccnIwAQdkgRc0mIC6rg2ZA,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
British Heart Foundation,"127 King St, London",51.4924113,-0.2305557,3.8,12,ChIJrXyy6rUPdkgRFHg3GUVxVMI,1.0,"store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Royal Trinity Hospice - Notting Hill,"20 Notting Hill Gate, London",51.50971630000001,-0.1937035,3.5,11,ChIJGW6oq_4PdkgR8aluuoGc7NE,,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Fara Charity Shop - Islington,"Angel House, 28 Pentonville Rd, London",51.5320192,-0.107785,4.5,190,ChIJhTEybUMbdkgR0gSJJhxTOFI,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
British Heart Foundation,"6 Harben Parade, Finchley Rd, London",51.5446935,-0.1764832,4.5,11,ChIJD1AsFe0adkgRj4kG54gln3I,1.0,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,48,ChIJjeItM-AadkgR6T4HvdAGEQ8,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,6,ChIJ5ZA0_R8bdkgRo5oYs6DC9cw,1.0,"clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Oxfam - St John's Wood,"61 St John's Wood High St, London",51.5335941,-0.170972,3.7,17,ChIJvb8A0r0adkgR_F4TmfsPGYE,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
St Luke's Hospice Charity Shop,"21A Walm Ln, London",51.5481714,-0.2230052,4.5,4,ChIJZTfmmloQdkgR2GehJmGUprs,,"store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
British Heart Foundation,"233 Kentish Town Rd, London",51.5479144,-0.1416239,4.0,6,ChIJMfsyNb0bdkgRd90vPJ4-pLs,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Oxfam - Kilburn,"181-183 Kilburn High Rd, London",51.54127099999999,-0.1973596,3.4,21,ChIJXwj5gHEQdkgRBkdqxGQNudk,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,23,ChIJ31s5sowadkgRbwQVabbgqkU,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Oxfam Shop - Islington,"29 Islington High St, London",51.5329908,-0.106404,3.3,31,ChIJibNxJkMbdkgR54kUGV-3aY0,1.0,"home_goods_store, clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Age UK London,"247 Kentish Town Rd, London",51.5482749,-0.1413752,4.0,8,ChIJV3cEY_0adkgRFFlR6ehgYJw,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Oxfam,"246 W End Ln, London",51.5512594,-0.1914747,3.5,8,ChIJVTNtKXkQdkgR0I6qDDN1ZuM,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
British Heart Foundation,"93 Kilburn High Rd, London",51.5379944,-0.1939394,4.2,16,ChIJk-skhHQQdkgRHza0AzWFTdk,1.0,"store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
Samaritans,"11 Walm Ln, London",51.5479926,-0.2236131,3.8,11,ChIJjSYodFAQdkgRhfrjDa-Y27c,,"store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
Cancer Research UK,"187 Kilburn High Rd, London",51.5414019,-0.1975251,4.6,10,ChIJu6TuhnEQdkgRTX4Xb9dHQTQ,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
Cancer Research UK,"53 St John's Wood High St, London",51.5334309,-0.1707745,4.1,7,ChIJP7ua1L0adkgRNOqJYec-zzw,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
British Heart Foundation,"65 Camden High St, London",51.5362039,-0.1404195,3.7,15,ChIJD1AsFe0adkgRbLtdYs218UA,1.0,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Kilburn PDSA Charity Shop,"198 Kilburn High Rd, London",51.5413522,-0.1971155,4.2,11,ChIJM7gW2nMQdkgRimKC6ZkeD0Y,,"clothing_store, store, point_of_interest, establishment",Brent,E09000005,"450,000",00AE,553.1,12034.70520231214,11542.520231213874
Shelter Charity Shop (Holloway Road),"436A Holloway Rd, London",51.557454,-0.1185004,4.4,7,ChIJDwyXD6AbdkgRSKnd3JLMn0U,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Oxfam,"376 Holloway Rd, London",51.55646369999999,-0.1170316,3.1,15,ChIJDzR9UHUbdkgRA-_-A9a0YP4,1.0,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Mary's Living & Giving Shop for Save the Children - Hampstead Village,"64 Hampstead High St, Oriel Pl, London",51.55611829999999,-0.1779453,4.3,6,ChIJm6zT6IcadkgREysxrQasD_0,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
British Heart Foundation,"436 Holloway Rd, London",51.5575534,-0.1184379,3.5,17,ChIJk-hbDKAbdkgRjdzWb-6otTc,1.0,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
B and H Charity Shop,"129 Cricklewood Broadway, London",51.555556,-0.214096,5.0,2,ChIJq2EepqIRdkgRfZwe1dt31bw,,"store, point_of_interest, establishment",Barnet,E09000003,"482,951",00AC,574.9,19287.450236966826,17048.81990521327
Harington Charity Shop,"270 Archway Rd, London",51.5751429,-0.1424006,4.3,18,ChIJfbDPJksadkgRPSqsl0vaWDY,,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Sense,"57 Seven Sisters Rd, London",51.5593295,-0.1169056,5.0,3,ChIJu_sJg58bdkgRF7qGzz1vZBU,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
St Vincent's Holloway Road,"550 Holloway Rd, London",51.5598289,-0.122156,4.8,13,ChIJwValhI0bdkgRxXYEH92HsGk,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Oxfam Shop Highgate,"80 Highgate High St, London",51.5710068,-0.1485484,4.6,5,ChIJIXowk04adkgReT1bGblkm9E,1.0,"clothing_store, store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Marie Curie Charity Shop Archway,"27 Junction Rd, London",51.5647426,-0.1347627,3.0,5,ChIJaYHOea4bdkgRICnszFHvzV8,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Second Chance,"7-9 St John's Way, London",51.5659017,-0.1341459,4.0,22,ChIJScOwbq4bdkgRb4LPSf3DPAk,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Cancer Research UK,"374 Holloway Rd, London",51.5563684,-0.1168922,4.5,17,ChIJFU6_WnUbdkgRo4sffJN5Gb0,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Mary's Living & Giving Shop for Save the Children - Highgate Village,"43 Highgate High St, London",51.5707963,-0.1484368,4.5,14,ChIJB4h9kk4adkgRGZImGoEAlUc,,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Scope,"214 W End Ln, London",51.5504869,-0.1910735,3.5,11,ChIJqyUP33gQdkgRnGIXwY0j6UM,,"store, point_of_interest, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Marie Curie Charity Shop Golders Green,"54 Golders Green Rd, London",51.5726127,-0.1982268,3.5,4,ChIJNR6NJ5oQdkgRokSP4Dh55w0,,"clothing_store, store, point_of_interest, establishment",Barnet,E09000003,"482,951",00AC,574.9,19287.450236966826,17048.81990521327
Oxfam Shop Muswell Hill,"233 Muswell Hill Broadway, London",51.5915101,-0.1429109,3.7,15,ChIJJ1VQ5ywadkgRDPCwqElTF5w,1.0,"clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
